name;city;object_type;star_number;area;guest_grade;review_number;meal_plan;is_free_cancel_reservation;price;href;latitude;longitude;staff;facilities;cleanliness;comfort;value_for_money;location;wifi
Vanilla Garden Boutique Hotel - Adults Only;Playa de las Americas;Pokój dwuosobowy typu Standard;4.0;;8.8;852;Breakfast;True;4380;https://www.booking.com/hotel/es/vanilla-garden.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=207&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=136435401_367973915_2_41_0&highlighted_blocks=136435401_367973915_2_41_0&matching_block_id=136435401_367973915_2_41_0&sr_pri_blocks=136435401_367973915_2_41_0__102850&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.06626908;-16.72941884;9.4;8.9;9.1;9.1;8.6;9.0;7.4
Tivoli La Caleta Resort;Adeje;Pokój typu Grand Deluxe z widokiem na ogród;5.0;;9.3;266;Breakfast;True;7950;https://www.booking.com/hotel/es/tivoli-la-caleta-resort.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=208&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=9177642_368864757_0_41_0&highlighted_blocks=9177642_368864757_0_41_0&matching_block_id=9177642_368864757_0_41_0&sr_pri_blocks=9177642_368864757_0_41_0__186697&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.09592948;-16.74812213;9.5;9.4;9.7;9.7;8.7;9.4;7.9
Checkin Concordia Playa;Puerto de la Cruz;Pokój dwuosobowy;4.0;;7.3;837;Breakfast;True;2087;https://www.booking.com/hotel/es/concordia-playa.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=209&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=2546202_351180431_0_41_0&highlighted_blocks=2546202_351180431_0_41_0&matching_block_id=2546202_351180431_0_41_0&sr_pri_blocks=2546202_351180431_0_41_0__49000&from=searchresults#hotelTmpl;28.41777734;-16.54289424;8.5;7.1;7.8;7.7;7.6;8.9;6.6
HC Hotel Magec;Puerto de la Cruz;Pokój dwuosobowy;4.0;;7.2;1150;Breakfast;True;2735;https://www.booking.com/hotel/es/hc-magec.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=210&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=471996602_351023792_2_41_0&highlighted_blocks=471996602_351023792_2_41_0&matching_block_id=471996602_351023792_2_41_0&sr_pri_blocks=471996602_351023792_2_41_0__64235&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.414786;-16.551341;8.6;6.9;7.7;7.4;8.0;8.7;6.1
FERGUS Puerto de la Cruz;Puerto de la Cruz;Pokój dwuosobowy typu Standard;4.0;;7.7;571;Breakfast;True;3279;https://www.booking.com/hotel/es/hotel-puerto-de-la-cruz.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=211&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=1665757_370088596_2_41_0&highlighted_blocks=1665757_370088596_2_41_0&matching_block_id=1665757_370088596_2_41_0&sr_pri_blocks=1665757_370088596_2_41_0__77000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.41386604;-16.54197693;8.7;8.0;8.5;8.4;7.8;8.1;7.5
7Lizards - Ocean View Apartments;Puerto de Santiago;Apartament typu Standard;3.0;41.0;8.5;431;No meal;True;1546;https://www.booking.com/hotel/es/7lizards-apartment-resort.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=212&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=438316401_382987951_2_0_0&highlighted_blocks=438316401_382987951_2_0_0&matching_block_id=438316401_382987951_2_0_0&sr_pri_blocks=438316401_382987951_2_0_0__36300&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.240846;-16.837174;9.2;8.3;8.6;8.5;8.6;8.8;9.2
Hotel Rural Senderos de Abona;Granadilla de Abona;Pokój dwuosobowy;3.0;;9.0;204;Breakfast;True;2027;https://www.booking.com/hotel/es/senderosdeabona.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=213&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=9093101_363688348_2_1_0&highlighted_blocks=9093101_363688348_2_1_0&matching_block_id=9093101_363688348_2_1_0&sr_pri_blocks=9093101_363688348_2_1_0__47600&from=searchresults#hotelTmpl;28.12585104;-16.57685101;9.6;8.8;9.2;9.0;9.1;8.7;7.2
whala!tenerife - Formerly Marola Portosin;Playa de las Americas;Apartament z 1 sypialnią;3.0;48.0;8.1;376;No meal;True;4411;https://www.booking.com/hotel/es/apartamentos-marola-portosin.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=214&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=4173602_171735918_4_0_0&highlighted_blocks=4173602_171735918_4_0_0&matching_block_id=4173602_171735918_4_0_0&sr_pri_blocks=4173602_171735918_4_0_0__103598&from=searchresults#hotelTmpl;28.05712134;-16.72324061;9.0;8.1;8.5;8.4;8.1;8.6;
Hotel Blue Sea Lagos de Cesar;Puerto de Santiago;Pokój Dwuosobowy z 1 lub 2 łóżkami;4.0;;6.7;846;Breakfast;False;2758;https://www.booking.com/hotel/es/lagosdecesarpuertosantiago.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=215&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=9124601_88154406_0_1_0&highlighted_blocks=9124601_88154406_0_1_0&matching_block_id=9124601_88154406_0_1_0&sr_pri_blocks=9124601_88154406_0_1_0__64768&from=searchresults#hotelTmpl;28.2341127;-16.84053764;8.5;6.7;7.7;7.4;7.2;8.2;7.4
Blue Sea Costa Jardin & Spa;Puerto de la Cruz;Pokój Dwuosobowy z 1 lub 2 łóżkami;4.0;;6.9;537;Breakfast;False;2458;https://www.booking.com/hotel/es/spa-playacanaria.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=216&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=9418211_88405573_0_41_0&highlighted_blocks=9418211_88405573_0_41_0&matching_block_id=9418211_88405573_0_41_0&sr_pri_blocks=9418211_88405573_0_41_0__57714&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.40590616;-16.53981507;8.5;6.9;7.5;7.3;7.2;7.2;7.3
H10 Conquistador;Playa de las Americas;Pokój z 2 łóżkami pojedynczymi i widokiem na morze;4.0;;8.1;864;Breakfast;True;7567;https://www.booking.com/hotel/es/h10conquistador.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=217&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=9070407_204281415_0_41_0&highlighted_blocks=9070407_204281415_0_41_0&matching_block_id=9070407_204281415_0_41_0&sr_pri_blocks=9070407_204281415_0_41_0__177700&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.05767995;-16.73449516;8.8;8.2;8.5;8.5;7.6;9.3;6.4
GF GRAN COSTA ADEJE*****;Adeje;Pokój Dwuosobowy (2 osoby dorosłe + 1 dziecko);5.0;;8.3;798;Breakfast;False;5866;https://www.booking.com/hotel/es/costa-adeje-gran.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=218&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=9384915_328495829_0_41_0&highlighted_blocks=9384915_328495829_0_41_0&matching_block_id=9384915_328495829_0_41_0&sr_pri_blocks=9384915_328495829_0_41_0__137760&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.09329002;-16.7368944;9.1;8.4;8.8;8.9;7.9;8.8;7.8
Apartamentos Garden Atlantis en Club Atlantis;Adeje;Apartament typu Studio z tarasem;4.0;50.0;8.6;40;No meal;False;3488;https://www.booking.com/hotel/es/apartamentos-garden-atlantis-en-club-atlantis.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=219&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=1001360801_372941671_0_0_0&highlighted_blocks=1001360801_372941671_0_0_0&matching_block_id=1001360801_372941671_0_0_0&sr_pri_blocks=1001360801_372941671_0_0_0__81900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.0778848;-16.7331532;8.9;8.4;9.0;8.6;8.6;8.9;8.8
Hotel Don Manolito;Puerto de la Cruz;Pokój dwuosobowy;3.0;;8.1;796;Breakfast;True;2410;https://www.booking.com/hotel/es/don-manolito.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=220&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=31849401_364079624_2_33_0&highlighted_blocks=31849401_364079624_2_33_0&matching_block_id=31849401_364079624_2_33_0&sr_pri_blocks=31849401_364079624_2_33_0__56600&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.41570375;-16.55548185;9.1;8.0;8.8;8.3;8.4;9.0;8.2
Globales Acuario;Puerto de la Cruz;Pokój dwuosobowy (2 osoby dorosłe);2.0;;6.5;1051;No meal;True;1222;https://www.booking.com/hotel/es/acuario.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=221&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=9450707_374177401_0_0_0&highlighted_blocks=9450707_374177401_0_0_0&matching_block_id=9450707_374177401_0_0_0&sr_pri_blocks=9450707_374177401_0_0_0__28700&from=searchresults#hotelTmpl;28.40455901;-16.55197084;7.9;6.6;7.1;6.8;7.2;6.8;5.2
Sunshine Apartments;San Miguel de Abona;Studio z widokiem na ocean;4.0;50.0;8.9;155;No meal;True;2862;https://www.booking.com/hotel/es/sunshine-apartments-oasis-del-sur.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=222&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=815462601_344012130_2_0_0&highlighted_blocks=815462601_344012130_2_0_0&matching_block_id=815462601_344012130_2_0_0&sr_pri_blocks=815462601_344012130_2_0_0__67200&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.02653133;-16.61049047;9.3;9.0;9.0;9.2;9.2;8.8;10.0
Il Sogno di Gio della Laguna;La Laguna;Pokój Dwuosobowy z widokiem na morze;4.0;;9.0;946;Breakfast;False;3574;https://www.booking.com/hotel/es/sogno-di-gio.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=223&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=187037506_106434999_2_1_0&highlighted_blocks=187037506_106434999_2_1_0&matching_block_id=187037506_106434999_2_1_0&sr_pri_blocks=187037506_106434999_2_1_0__83930&from=searchresults#hotelTmpl;28.47632849;-16.30984886;9.5;9.2;9.6;9.5;9.0;8.6;8.8
Spring Hotel Bitácora;Playa de las Americas;Pokój dwuosobowy typu Standard z 1 lub 2 łóżkami (2 osoby dorosłe);4.0;;8.3;340;All inclusive;True;9765;https://www.booking.com/hotel/es/bitacora-playa-de-las-americas1.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=224&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=85023301_367182475_0_85_0&highlighted_blocks=85023301_367182475_0_85_0&matching_block_id=85023301_367182475_0_85_0&sr_pri_blocks=85023301_367182475_0_85_0__229320&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.05826223;-16.73098147;8.7;8.6;8.7;8.7;7.9;9.2;6.0
Coral Ocean View - Adults Only;Playa de las Americas;Apartament typu Standard Junior Suite (2 osoby dorosłe);4.0;38.0;8.2;238;Breakfast;False;5097;https://www.booking.com/hotel/es/aparthotel-bonanza.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=225&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826948&all_sr_blocks=9297207_116248060_0_1_0&highlighted_blocks=9297207_116248060_0_1_0&matching_block_id=9297207_116248060_0_1_0&sr_pri_blocks=9297207_116248060_0_1_0__119700&from=searchresults#hotelTmpl;28.0712419;-16.7294687;8.7;8.4;8.8;8.7;8.3;8.7;7.5
costa del silencio;Costa del Silencio;Apartament z 2 sypialniami;;60.0;6.8;56;No meal;False;2108;https://www.booking.com/hotel/es/costa-del-silencio-costa-del-silencio1234.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=226&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826952&all_sr_blocks=370555901_330798667_4_0_0&highlighted_blocks=370555901_330798667_4_0_0&matching_block_id=370555901_330798667_4_0_0&sr_pri_blocks=370555901_330798667_4_0_0__49500&from=searchresults#hotelTmpl;28.010393;-16.641214;8.2;6.7;6.7;7.2;7.3;7.9;10.0
Mapango Small Rooms;Santa Cruz de Tenerife;Pokój Dwuosobowy ze wspólną łazienką;;;7.9;588;No meal;False;1938;https://www.booking.com/hotel/es/mapping-small-rooms.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=227&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826952&all_sr_blocks=514072803_329646038_2_0_0&highlighted_blocks=514072803_329646038_2_0_0&matching_block_id=514072803_329646038_2_0_0&sr_pri_blocks=514072803_329646038_2_0_0__45500&from=searchresults#hotelTmpl;28.46522;-16.25013;8.2;7.8;8.3;8.0;7.9;9.4;8.0
VV APARTAMENTOS ESTRELLA DEL NORTE;Icod de los Vinos;Apartament typu Standard;3.0;40.0;6.4;72;No meal;False;1632;https://www.booking.com/hotel/es/vv-apartamentos-estrella-del-norte.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=228&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826952&all_sr_blocks=948176301_384322687_2_42_0&highlighted_blocks=948176301_384322687_2_42_0&matching_block_id=948176301_384322687_2_42_0&sr_pri_blocks=948176301_384322687_2_42_0__38325&from=searchresults#hotelTmpl;28.36237;-16.71449;7.5;6.4;6.4;6.7;6.1;6.9;
Hotel Parque La Paz;Playa de las Americas;Apartament z widokiem na basen;4.0;38.0;8.3;441;No meal;False;5405;https://www.booking.com/hotel/es/aparthotel-parque-la-paz.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=229&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826952&all_sr_blocks=17576307_233807985_2_0_0&highlighted_blocks=17576307_233807985_2_0_0&matching_block_id=17576307_233807985_2_0_0&sr_pri_blocks=17576307_233807985_2_0_0__126940&from=searchresults#hotelTmpl;28.05536975;-16.72920048;8.7;8.5;8.6;8.8;8.0;9.3;7.1
Villa las Flores;Adeje;Pokój typu Economy z 2 łóżkami pojedynczymi;;;6.4;114;No meal;False;2534;https://www.booking.com/hotel/es/villa-las-flores-adeje.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=230&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826952&all_sr_blocks=899349604_360638710_2_0_0&highlighted_blocks=899349604_360638710_2_0_0&matching_block_id=899349604_360638710_2_0_0&sr_pri_blocks=899349604_360638710_2_0_0__59500&from=searchresults#hotelTmpl;28.074073;-16.730141;7.6;6.2;6.9;6.8;7.0;8.9;6.9
Paradise Park Fun Lifestyle Hotel;Los Cristianos;Pokój Rodzinny typu Premium (24 osoby dorosłe);4.0;;8.1;1186;Breakfast and dinner;True;5517;https://www.booking.com/hotel/es/paradise-park-resort-and-spa.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=231&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826952&all_sr_blocks=1499023_334435485_0_17_0&highlighted_blocks=1499023_334435485_0_17_0&matching_block_id=1499023_334435485_0_17_0&sr_pri_blocks=1499023_334435485_0_17_0__129549&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.0538217;-16.70584515;9.1;8.4;8.6;8.6;8.0;8.0;8.2
